resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
0,0,0,27,1,5,2,7,1,10
14,1,0,125,16,114,21,20,2,100
8,5,0,1.118,10,111,19,160,6,84
36,6,3,800,34,231,35,245,7,200
47,10,17,1.735,189,800,173,369,4,572
84,55,1,2.963,70,750,96,373,27,623
2,3,1,651,14,35,2,47,1,27
0,1,0,26,1,3,1,4,1,2
2,0,0,26,5,9,0,5,1,24
1,5,0,42,14,19,0,4,1,18
18,1,3,588,18,202,35,187,1,175
22,19,0,1.900,61,261,8,182,12,176
8,1,0,1.342,19,126,19,125,4,121
30,3,0,197,18,214,16,24,2,166
3,0,0,66,1,30,2,5,4,24
0,1,0,260,0,6,0,4,1,4
0,0,0,1,0,0,0,0,0,0
4,1,0,4,0,7,2,2,0,7
114,23,4,2.224,38,1.918,400,477,7,1.522
14,15,1,1.015,27,628,70,187,15,369
50,12,1,1.584,35,1.646,203,325,7,1.084
75,8,4,2.262,28,2.398,198,366,2,1.607
6,1,1,1.186,14,59,8,38,1,54
13,3,1,1.826,26,123,7,81,6,78
11,5,0,2.075,23,155,28,122,8,119
5,3,1,1.024,13,93,16,100,3,85
15,9,2,1.282,34,184,13,113,4,129
22,5,0,956,15,138,15,137,4,101
103,17,4,1.803,33,1.958,255,489,5,1.473
52,14,2,1.716,30,562,79,178,11,449
103,17,4,1.803,33,1.958,255,489,5,1.473
18,3,0,939,20,476,67,142,1,307
23,3,0,2.404,18,330,50,328,3,248
1,1,1,291,4,17,4,18,1,12
54,32,1,1.991,41,1.313,101,253,3,927
9,3,1,677,9,95,10,33,6,74
22,4,1,2.195,26,373,59,392,7,257
2,2,0,671,13,46,4,39,1,39
2,0,0,350,4,11,4,135,1,8
2,0,1,373,4,27,1,19,1,18
138,61,11,2.100,120,10.088,1.097,659,104,5.775
111,29,0,3.778,72,1.259,119,757,15,989
166,9,2,1.510,30,1.747,534,441,3,1.474
0,1,0,48,1,2,5,15,1,9
4,3,3,149,7,59,22,31,5,46
5,1,0,758,10,64,8,37,1,46
0,1,0,32,1,3,2,12,2,2
22,19,0,1.900,61,261,8,182,12,176
126,53,5,6.885,145,2.764,772,1.241,41,1.960
76,6,2,1.882,12,1.510,215,482,3,1.108
173,44,4,2.472,46,3.182,421,538,8,2.431
27,3,0,1.140,14,447,104,167,1,371
6,3,3,727,12,124,26,81,6,95
58,29,2,2.320,46,759,110,377,8,583
2,1,0,496,6,29,3,37,2,25
9,1,0,1.063,15,253,23,112,5,185
7,4,0,1.131,61,49,1,5,2,24
4,5,0,987,8,233,19,72,7,154
5,1,0,641,11,44,14,44,1,35
33,3,0,1.118,16,314,46,82,9,268
26,5,0,901,17,367,36,72,8,271
0,2,0,346,4,13,3,14,3,6
2,1,1,849,13,113,23,118,1,99
344,59,4,4.641,155,3.552,825,868,3,3.112
43,1,2,1.496,44,835,47,205,2,586
12,2,0,908,16,261,13,82,8,170
0,0,3,447,3,18,9,24,1,22
84,55,1,2.963,70,750,96,373,27,623
84,55,1,2.963,70,750,96,373,27,623
39,0,0,549,39,288,24,122,3,239
0,0,1,462,5,28,6,199,4,27
449,84,9,2.398,153,4.285,701,508,4,3.608
117,66,4,2.388,84,1.593,239,681,52,1.120
481,264,41,4.335,286,14.268,2.459,1.329,109,9.021
1,0,0,6,1,23,3,7,0,16
65,14,5,1.652,27,5.699,483,503,49,3.221
16,8,1,535,12,170,15,128,8,129
64,20,5,1.672,51,5.443,556,495,51,3.101
118,48,13,2.194,101,8.776,1.305,702,53,5.138
16,7,1,217,26,301,25,28,10,194
52,14,3,1.542,37,3.262,306,517,14,1.894
6,1,0,61,12,55,1,4,3,48
3,1,0,52,3,51,2,5,2,39
4,1,0,53,2,50,2,5,3,36
4,1,0,21,8,26,4,2,1,19
204,60,7,3.995,157,3.493,387,1.312,60,2.547
0,1,0,1,1,8,1,3,0,5
76,97,6,1.739,370,1.400,84,175,7,946
153,8,6,1.770,40,5.161,810,730,8,3.504
79,38,3,1.100,36,1.088,214,310,16,788
0,2,2,348,30,97,40,241,1,62
2,5,0,448,6,259,25,117,14,169
0,0,0,79,2,1,4,17,1,3
15,3,0,575,12,378,86,151,5,282
4,1,0,148,6,88,5,41,1,60
35,9,1,477,19,977,184,205,4,667
4,5,1,359,29,64,3,37,2,42
30,30,1,640,34,586,78,157,10,435
0,0,0,1,2,6,1,3,1,4
49,1,0,1.093,30,1.246,242,416,5,880
30,6,3,1.488,31,2.304,188,482,7,1.344
2,1,0,87,0,27,9,20,6,19
35,22,1,1.409,57,568,77,488,20,395
234,31,7,2.469,66,4.229,1.079,1.058,8,3.280
2,1,1,112,14,71,22,26,11,48
12,3,0,271,6,118,12,63,12,80
7,4,0,225,21,115,12,35,5,71
4,0,1,184,9,54,17,40,10,44
36,6,0,606,35,665,101,147,7,494
7,5,0,480,8,101,11,137,7,94
23,1,3,1.022,19,1.077,141,332,5,665
39,15,1,1.353,40,972,217,383,5,664
1,2,1,64,2,13,11,17,3,19
0,1,1,101,9,76,12,46,3,53
3,0,0,307,15,46,5,74,4,30
33,17,2,688,48,410,60,167,15,320
10,1,0,382,8,198,32,95,15,159
8,1,0,353,5,299,53,132,1,217
21,4,0,560,11,160,39,147,8,130
8,1,1,162,17,72,5,7,1,66
12,5,2,434,6,119,30,171,2,110
106,23,0,1.420,39,1.928,301,548,2,1.457
3,0,0,290,7,18,3,107,1,19
5,3,0,722,12,62,7,13,1,40
72,21,2,2.417,79,1.155,108,814,18,863
179,38,5,4.775,103,2.845,566,653,15,2.192
0,0,0,3,0,1,0,2,0,2
5,2,2,3.204,15,82,7,93,4,35
2,3,0,347,18,34,2,2,5,11
0,0,0,1,0,1,0,0,0,1
5,0,0,149,3,170,28,56,1,127
0,0,0,5,0,1,0,1,0,1
0,0,0,3,1,5,1,2,0,3
0,0,0,2,0,3,0,1,3,5
65,10,1,1.451,27,1.684,315,508,9,1.077
183,23,5,1.856,47,5.998,926,881,9,4.064
86,20,5,1.816,46,2.375,356,509,29,1.510
17,6,2,1.064,24,497,54,168,15,281
60,26,9,1.231,151,1.204,154,277,27,809
13,10,2,308,18,355,48,70,13,237
8,6,0,254,12,158,30,85,3,100
4,16,1,390,18,152,41,61,11,91
16,6,0,235,21,672,147,93,29,393
19,36,0,689,16,531,31,139,33,364
93,14,12,651,30,2.240,479,303,12,1.550
21,8,2,1.222,20,2.114,253,429,7,1.198
14,16,2,487,21,361,41,135,26,241
25,6,3,242,31,682,151,82,17,458
14,7,2,251,17,190,23,49,8,146
46,32,3,1.033,44,937,230,240,21,709
75,33,4,1.354,104,1.326,154,326,22,888
98,28,3,975,29,2.985,399,351,14,2.053
54,5,8,1.203,21,2.365,234,342,8,1.532
13,3,0,530,12,406,45,133,16,301
3,12,1,252,12,54,3,53,10,44
0,0,0,7,1,1,0,2,0,2
0,0,0,12,0,4,1,4,2,4
0,0,0,6,0,4,1,2,0,3
0,0,0,6,1,1,0,2,2,4
5,1,2,268,44,246,40,31,1,76
6,1,0,355,9,254,41,97,6,183
237,111,12,2.347,95,6.870,791,1.011,5,4.754
5,1,2,268,44,246,40,31,1,76
174,69,19,2.343,229,2.928,647,510,67,2.022
64,6,2,1.596,56,977,132,476,7,670
28,16,1,1.092,17,1.448,178,351,6,941
60,7,3,377,10,1.796,327,248,9,1.196
76,13,5,813,40,1.301,208,204,8,971
28,1,2,614,17,2.007,178,246,17,1.266
59,16,7,1.570,51,3.536,450,649,8,2.126
73,16,2,636,26,1.435,265,254,4,973
70,10,2,1.587,69,2.036,448,624,5,1.353
49,6,1,619,9,249,38,182,16,197
1,0,0,84,6,99,27,26,5,68
107,3,1,1.004,17,515,108,305,14,423
11,4,1,741,27,404,38,189,6,260
15,5,0,290,20,246,24,94,7,179
34,10,2,592,13,2.810,251,257,13,1.738
72,7,1,1.517,40,955,163,461,6,704
29,6,1,1.131,30,1.543,177,426,4,889
44,35,6,858,44,1.146,158,227,6,764
35,38,15,654,202,1.805,90,60,21,855
95,21,6,2.472,91,3.948,955,725,10,2.500
1.228,654,146,18.647,1.580,81.128,4.651,4.018,290,28.404
107,10,3,677,34,808,163,161,28,590
36,13,0,678,25,612,97,189,22,465
247,124,10,2.974,100,6.404,719,740,187,4.241
35,7,0,865,33,1.124,146,209,20,758
24,10,1,330,14,227,31,62,11,182
101,35,2,1.096,67,1.938,337,213,10,1.351
9,4,0,142,7,109,2,20,4,75
57,95,3,1.554,62,1.948,169,365,60,1.265
32,49,3,1.612,80,1.838,150,217,70,1.028
217,86,6,2.098,92,6.587,763,611,70,4.416
65,14,5,1.652,27,5.699,483,503,49,3.221
3,1,1,62,9,64,10,16,4,63
23,19,3,1.147,41,1.257,137,184,39,722
0,1,0,13,1,4,2,3,4,3
0,0,0,4,0,2,1,0,0,2
10,7,1,653,9,329,61,185,9,229
23,13,4,1.353,48,1.289,128,192,39,726
16,8,1,1.023,31,1.041,94,253,29,649
12,3,0,337,11,415,70,88,11,249
0,0,0,6,0,4,2,0,0,4
64,27,1,1.625,38,3.589,312,399,45,2.236
82,31,3,1.886,94,2.937,693,539,13,1.946
0,0,0,8,1,7,1,1,1,5
59,40,3,1.425,53,3.093,316,407,26,1.849
77,16,6,1.184,61,1.643,306,254,8,1.179
7,4,2,441,11,371,60,129,5,253
1,1,0,25,1,28,0,4,3,14
0,1,0,60,2,39,4,7,2,30
5,13,2,359,60,192,9,29,1,126
0,0,0,13,0,15,2,4,1,12
0,2,1,67,5,11,0,5,2,7
0,0,0,23,5,3,1,2,2,8
99,147,4,1.355,81,2.280,267,267,103,1.443
40,11,3,1.485,39,2.003,173,309,37,1.261
130,30,7,2.723,109,3.954,685,651,39,2.587
21,5,4,577,39,588,69,96,17,363
14,9,2,882,12,866,107,222,20,544
13,1,0,174,16,142,18,44,5,110
0,2,0,37,4,73,13,10,1,35
1,2,0,30,2,30,2,1,2,23
5,3,1,40,2,99,13,6,3,65
3,0,0,22,5,41,4,2,5,23
0,0,0,5,1,1,2,1,0,2
190,23,7,2.842,82,8.363,1.338,937,24,4.961
18,8,2,599,11,1.042,113,175,14,584
0,10,0,112,12,43,4,5,12,25
15,1,0,636,8,687,119,207,6,459
2,0,1,141,7,306,46,58,3,180
14,15,0,143,20,103,12,34,5,73
10,13,0,1.317,40,605,74,318,14,349
4,1,1,53,3,59,3,8,3,41
28,4,1,475,14,644,95,94,18,434
0,0,0,19,0,71,7,5,2,41
0,1,0,39,0,39,3,11,4,30
1,3,0,27,1,87,18,3,4,52
1,1,0,15,4,4,1,2,1,6
17,22,0,810,28,485,63,136,24,322
21,8,1,507,13,653,64,115,13,451
382,234,33,3.021,265,17.750,1.918,1.008,239,10.842
15,1,0,551,7,556,76,178,6,368
37,48,1,775,80,1.238,145,163,40,765
0,0,1,15,3,13,0,4,1,9
7,13,3,323,71,179,28,26,17,110
3,4,0,78,7,107,11,16,4,69
2,3,1,128,24,62,8,12,6,44
0,5,1,513,47,83,2,32,8,39
0,0,0,25,3,39,5,3,8,30
150,86,9,1.887,185,2.147,460,447,44,1.364
1,1,0,68,0,33,1,13,1,21
0,0,0,21,0,8,2,1,2,4
2,0,0,11,3,22,2,1,4,15
125,63,11,1.875,114,9.026,663,613,90,5.133
3,2,2,131,7,52,13,45,1,28
118,48,13,2.194,101,8.776,1.305,702,53,5.138
10,1,0,646,14,336,35,131,12,216
4,3,0,133,6,340,43,36,14,200
0,2,0,46,2,13,0,7,2,10
0,1,1,64,3,12,0,3,2,8
6,3,0,92,9,188,15,12,8,123
0,10,0,112,12,43,4,5,12,25
0,0,0,1,1,1,0,1,1,1
76,97,6,1.739,370,1.400,84,175,7,946
0,0,0,1,0,0,0,0,0,1
97,16,6,2.763,62,4.599,798,813,9,2.812
28,17,1,842,20,1.347,158,205,20,773
124,27,3,3.033,103,6.163,1.138,925,20,3.641
97,28,1,2.947,92,5.368,792,788,27,3.189
61,20,0,1.986,20,1.453,142,650,28,967
2,1,0,110,14,77,11,17,1,41
0,0,0,47,1,14,2,8,1,9
0,0,0,9,1,9,1,3,1,5
41,7,0,1.506,18,1.082,111,525,12,710
9,5,1,447,7,336,41,94,23,235
0,0,0,48,1,9,1,2,4,6
3,1,0,139,32,137,11,19,2,89
4,1,1,69,11,80,4,15,1,56
35,28,1,469,52,942,100,100,20,607
5,5,0,270,22,306,67,97,11,185
1,1,1,76,6,37,5,5,4,40
7,8,0,187,12,92,10,53,9,59
29,33,3,1.336,52,1.149,114,346,27,778
44,155,0,3.280,164,986,74,653,17,608
27,1,3,705,12,920,144,208,9,610
76,97,6,1.739,370,1.400,84,175,7,946
0,1,0,154,2,26,1,30,0,12
13,5,1,280,4,202,16,76,4,134
20,4,0,182,15,649,95,40,10,437
50,5,2,388,37,951,116,62,18,615
1,2,0,54,13,36,2,2,3,20
0,1,1,55,3,17,0,4,1,11
0,0,0,5,1,4,0,0,1,3
69,93,3,1.566,91,1.507,222,282,45,981
25,18,0,1.166,36,692,87,302,19,458
6,5,3,125,11,428,47,24,21,224
0,0,0,9,0,4,0,0,1,2
3,2,0,145,10,66,6,30,1,41
1,0,0,19,1,47,6,2,4,30
1,1,0,4,1,4,1,2,1,9
7,4,0,133,3,149,6,24,13,111
5,2,0,94,6,166,18,25,1,99
2,4,0,35,3,105,18,6,4,72
1,2,0,84,6,25,2,3,1,17
0,1,0,9,0,12,2,4,5,9
26,60,6,841,148,987,48,84,38,559
0,0,0,29,3,17,1,0,1,10
0,0,0,1,0,7,0,1,0,4
4,0,0,18,1,57,5,6,1,47
0,0,0,5,0,1,0,0,0,1
0,1,0,22,3,7,1,1,0,4
1,0,0,2,0,13,4,0,1,8
0,0,0,13,6,1,0,0,1,1
0,0,0,6,0,5,1,3,0,7
36,3,3,994,16,1.308,215,238,20,846
55,28,6,2.064,108,3.276,539,572,10,1.836
164,44,9,2.998,109,7.845,1.024,930,25,4.605
138,34,6,3.140,108,7.061,1.323,959,16,4.196
71,92,1,2.247,89,1.979,205,451,62,1.209
88,56,9,1.553,46,2.352,268,388,35,1.545
27,35,4,1.765,52,1.499,167,368,44,895
4,29,0,206,23,114,7,36,10,68
47,8,3,943,22,1.499,204,276,19,970
0,2,0,25,3,9,0,0,1,6
37,19,2,1.726,27,1.061,157,414,22,625
6,10,0,726,71,242,20,60,13,157
0,0,0,9,0,10,0,3,2,6
138,82,2,3.318,86,2.832,232,956,126,1.944
2,2,0,65,5,38,4,12,4,33
3,1,0,73,3,21,1,2,1,14
9,52,0,380,55,331,16,40,22,176
24,15,0,147,6,220,13,18,18,142
2,3,1,96,14,49,2,1,6,31
1,0,0,23,0,10,1,5,2,7
0,1,0,9,0,4,0,1,4,2
2,0,0,37,5,100,6,8,4,61
2,3,0,79,10,57,5,9,1,32
0,0,0,10,1,10,1,3,2,8
0,1,0,8,1,7,0,1,1,5
0,1,0,50,2,27,2,11,1,13
88,36,0,2.252,50,1.270,136,605,8,870
1,0,0,5,0,5,0,0,0,4
0,0,0,18,3,21,0,2,1,11
2,0,0,17,3,49,3,2,4,31
0,0,0,9,4,14,0,1,1,7
1,0,0,54,4,55,13,12,0,41
10,37,1,372,32,481,28,86,34,316
0,0,0,8,0,4,0,0,1,2
0,1,0,25,4,8,0,7,0,5
0,0,1,9,1,5,0,0,2,2
3,2,0,39,1,113,8,9,5,76
0,0,1,10,2,7,0,1,5,9
0,1,0,9,3,17,2,4,4,9
0,0,0,122,5,175,16,18,1,73
0,0,0,5,0,3,0,0,0,1
0,1,0,2,0,9,0,0,3,5
2,0,0,57,7,32,3,14,1,19
3,1,0,64,2,113,5,12,0,78
0,0,0,1,0,3,1,0,1,1
0,1,0,5,1,4,0,2,3,3
1,3,1,30,11,22,1,3,1,13
0,0,0,4,1,4,0,0,0,5
18,61,2,975,83,755,31,36,91,353
0,0,0,2,1,1,0,0,0,3
0,1,0,0,0,4,0,0,1,2
0,0,0,1,0,1,1,5,0,1
0,1,0,1,0,2,0,0,1,1
0,0,0,12,1,3,0,2,0,5
2,1,1,175,14,60,4,10,3,31
0,0,0,12,0,2,0,0,2,1
1,1,0,5,1,5,0,0,1,7
2,0,0,53,6,43,3,6,2,31
0,0,0,1,0,1,0,0,1,0
0,0,0,1,1,8,0,1,3,6
0,0,0,4,0,15,1,3,1,11
0,0,0,0,1,6,0,0,2,2
0,0,0,5,0,8,0,0,1,6
0,0,0,34,4,15,0,3,1,7
290,44,13,2.881,79,10.404,2.611,969,35,6.456
188,54,8,2.791,122,8.911,1.340,951,29,5.296
296,47,16,2.998,143,11.214,2.163,1.044,42,6.934
16,7,1,217,26,301,25,28,10,194
1,3,0,64,4,20,4,15,0,15
4,11,0,68,7,163,10,11,16,90
3,0,0,10,0,13,2,3,0,9
1,2,0,92,6,53,2,7,1,26
0,1,0,19,1,14,0,2,1,7
0,0,1,227,18,25,2,12,2,14
0,1,0,36,4,27,3,7,1,18
2,3,0,321,18,71,11,15,3,39
0,0,0,13,1,17,1,1,0,8
1,4,0,31,2,187,15,5,13,108
1,0,1,101,14,45,2,15,2,27
0,5,0,46,8,25,1,2,4,13
21,6,1,174,17,285,26,41,0,204
3,25,0,94,5,132,14,25,19,70
4,12,0,55,7,270,27,6,29,156
0,0,0,2,1,2,0,0,0,0
0,6,0,23,5,17,0,1,5,9
1,1,0,15,4,50,2,1,3,32
,,,,,,,,,
7,8,0,88,8,241,23,26,5,122
4,4,0,51,4,169,11,11,9,94
4,2,0,69,4,104,5,8,2,62
0,1,0,16,0,7,0,2,1,4
46,9,1,920,27,1.128,121,168,72,765
0,0,0,26,6,5,0,1,0,2
16,14,1,360,26,375,26,81,13,244
2,1,0,15,1,53,1,3,2,32
1,0,0,9,2,18,0,0,3,12
4,4,0,30,4,24,0,4,4,22
0,1,0,25,1,3,1,0,1,3
1,0,0,16,1,20,1,5,0,11
0,1,1,92,9,31,4,14,0,16
0,0,0,2,0,1,0,0,0,0
0,4,0,61,9,27,2,8,2,20
0,0,0,3,0,6,0,1,1,4
0,0,0,4,1,5,0,0,0,1
0,3,0,14,1,19,0,1,4,12
0,1,0,22,1,12,0,9,1,10
0,1,0,8,0,5,0,0,0,4
0,0,0,18,1,10,0,6,1,6
0,0,0,16,1,5,0,6,1,4
0,0,0,14,1,3,0,7,1,2
0,0,0,14,0,2,1,7,0,2
0,0,0,17,6,11,1,0,0,5
0,0,0,3,1,2,0,1,0,0
0,1,0,0,0,1,0,0,0,1
0,0,1,21,2,9,1,1,1,4
0,0,0,3,2,7,0,0,1,5
1,0,1,6,0,4,1,2,0,7
0,0,0,10,2,10,4,2,3,5
0,2,0,5,0,3,0,4,2,2
0,0,0,6,0,10,0,0,1,4
0,0,0,4,0,4,0,0,0,3
0,0,0,7,0,4,0,0,0,3
0,0,0,2,1,5,0,0,1,1
8,9,1,141,10,268,6,17,11,159
0,1,0,5,0,0,0,1,1,1
2,0,0,20,2,17,0,1,0,10
1,1,0,17,0,41,1,4,1,26
0,0,0,12,4,6,1,0,0,1
1,3,0,74,14,49,1,11,1,28
3,1,0,68,6,73,1,14,4,45
62,2,2,537,12,372,42,117,14,271
0,4,0,75,6,35,0,6,1,14
3,7,0,130,2,84,7,19,3,54
4,7,1,139,9,313,16,25,10,168
0,2,0,85,8,126,6,8,3,68
4,8,0,77,6,118,8,13,6,75
2,1,1,69,4,60,2,8,5,38
3,31,0,128,9,98,12,21,25,51
0,4,0,50,3,73,3,6,1,38
1,0,0,8,1,13,1,1,1,7
6,5,0,40,7,50,4,7,4,31
2,2,0,40,6,61,4,8,5,34
3,4,0,85,4,66,6,12,5,43
3,2,0,71,5,62,1,10,3,36
0,1,0,54,3,37,1,8,2,23
7,3,1,96,9,110,2,11,3,70
0,0,0,4,0,4,0,1,1,2
2,8,3,208,19,133,10,32,3,68
4,1,0,35,4,108,1,3,1,73
485,1.817,150,12.466,1.949,34.362,1.415,1.229,417,16.751
0,0,0,10,0,28,2,1,1,16
0,0,0,4,2,8,0,2,1,4
0,3,0,16,3,11,0,1,1,10
14,18,2,254,39,1.103,68,56,15,566
0,0,1,52,3,5,0,0,0,2
0,1,0,24,0,16,1,7,0,9
0,1,0,39,3,13,0,4,1,5
0,3,2,157,14,38,3,6,3,19
0,0,0,26,1,16,1,0,1,12
0,0,0,38,1,3,2,4,0,1
0,3,2,287,21,83,9,36,2,48
1,0,1,41,3,16,0,4,1,6
0,0,1,15,1,4,1,0,1,1
0,0,1,26,2,28,1,2,0,13
0,4,1,35,7,36,4,3,1,16
0,0,0,10,1,6,0,1,2,4
0,2,0,19,3,13,0,0,4,8
4,1,0,26,3,48,1,7,1,38
2,0,0,16,0,25,1,5,0,21
1,1,0,21,2,22,1,6,0,14
1,0,1,15,1,16,1,3,0,8
0,0,0,20,0,7,0,0,1,2
0,1,0,8,1,24,1,0,0,16
0,1,1,8,0,9,0,2,2,5
0,0,0,12,0,6,1,1,1,5
0,2,0,13,1,5,1,2,0,3
0,0,0,6,2,8,0,2,0,6
2,0,0,20,2,17,0,1,0,10
0,1,1,12,0,9,0,1,4,5
0,0,0,1,1,1,0,0,0,0
1,0,0,17,1,5,1,0,0,4
0,2,0,15,7,9,0,2,1,10
1,1,0,36,1,16,1,1,1,9
0,0,1,44,3,7,0,3,0,3
0,1,0,1,0,2,0,0,0,1
0,0,0,11,2,5,0,1,0,6
3,2,1,129,12,87,5,7,2,52
0,0,0,0,0,0,0,0,1,0
3,2,0,75,3,103,5,11,8,55
4,6,0,132,10,273,8,21,6,172
2,2,0,37,2,40,1,3,3,26
0,1,1,129,8,44,1,4,2,18
0,3,0,55,7,24,2,1,0,11
4,3,1,57,8,70,7,10,1,43
0,0,0,11,1,8,0,0,0,4
3,0,0,65,15,121,4,9,3,74
0,1,0,5,0,29,1,3,0,18
1,3,0,83,1,36,2,2,1,15
1,1,0,25,0,31,1,4,1,23
0,0,0,1,0,9,1,0,1,5
0,0,0,1,0,6,0,1,1,3
0,0,0,22,2,9,0,2,0,3
0,0,0,10,0,6,0,1,1,1
0,1,0,15,2,3,0,0,0,4
2,0,0,11,0,12,1,2,2,8
0,0,0,2,0,3,0,0,0,1
0,1,0,10,0,9,1,0,0,4
1,0,0,7,3,14,0,2,1,10
0,0,0,5,0,1,0,0,0,0
0,0,1,104,2,520,40,30,10,277
3,2,0,27,4,32,1,4,3,28
2,0,1,18,2,25,1,4,2,17
5,3,0,93,10,130,5,8,4,87
0,2,0,65,2,50,1,6,1,26
4,8,2,203,8,140,8,34,10,83
1,3,0,45,1,82,1,7,2,45
0,0,0,2,1,3,1,0,0,2
0,1,0,14,2,12,2,1,2,3
3,6,0,60,5,96,0,1,1,56
2,1,0,15,1,19,3,3,3,10
3,1,0,19,5,90,2,2,4,48
288,331,33,5.346,433,30.782,1.904,1.087,238,15.624
1,1,0,32,1,17,5,4,0,17
0,1,0,8,0,6,0,1,1,2
1,0,0,11,2,9,0,0,0,5
1,0,0,21,2,24,0,3,1,12
1,1,0,17,0,41,1,4,1,26
0,0,0,12,0,7,0,2,2,3
0,1,1,7,0,3,0,2,0,2
1,2,0,55,5,14,3,1,1,7
0,0,0,0,0,2,0,0,1,3
0,0,0,99,5,8,0,2,1,6
0,0,0,8,0,2,0,1,0,1
0,1,0,81,9,59,2,9,2,36
0,7,0,67,2,46,0,9,2,27
3,8,2,183,18,305,8,35,4,161
0,1,0,28,2,39,3,4,2,22
1,3,0,124,3,74,2,24,1,30
1,1,0,27,2,31,1,5,0,18
1,1,0,21,1,15,0,2,1,12
0,0,0,1,0,7,0,0,1,4
0,1,1,25,2,10,0,1,1,5
0,0,0,7,0,3,0,0,0,0
3,1,1,124,4,116,8,30,3,68
0,0,0,0,0,2,0,0,0,1
0,8,0,57,3,80,4,6,2,38
5,2,0,113,10,105,11,34,6,58
3,1,1,124,4,116,8,30,3,68
3,2,0,39,2,26,1,5,0,16
0,3,0,22,5,33,0,2,3,21
1,1,0,17,1,29,0,1,4,18
0,0,0,2,0,15,1,0,1,10
0,1,0,8,1,19,1,0,1,14
1,3,1,17,1,22,2,5,6,10
0,0,0,8,0,6,0,2,1,3
0,1,0,27,0,21,0,2,1,12
0,0,0,6,2,1,0,0,0,2
4,0,0,350,6,20,6,60,0,18
10,1,0,499,10,19,8,92,0,25
11,2,0,465,9,77,11,65,2,62
6,1,0,655,6,52,10,97,2,39
9,0,0,180,2,20,11,57,1,57
8,3,0,806,9,76,13,61,1,57
9,1,0,763,14,97,13,72,3,79
3,3,0,972,10,8,1,77,1,21
18,2,3,1.057,11,152,32,106,3,122
1,0,1,151,8,29,5,34,2,35
0,0,0,74,1,2,1,45,0,1
4,1,0,678,5,38,5,72,1,35
8,1,0,1.193,19,65,6,90,2,48
16,4,0,1.171,19,161,19,100,4,119
5,3,0,2.082,13,76,6,128,1,52
18,0,0,250,13,199,22,67,1,153
0,0,0,56,5,13,7,11,3,12
6,14,1,388,39,117,17,116,3,85
1,1,1,235,25,26,6,13,3,14
0,0,1,291,5,7,2,49,1,7
2,1,0,269,7,48,0,44,0,41
2,0,0,13,3,15,2,3,0,26
1,0,0,11,1,4,1,1,0,8
74,10,1,828,30,460,55,111,1,394
5,0,5,643,34,55,11,66,3,49
32,1,0,206,4,129,25,75,3,130
9,0,0,484,13,61,18,61,3,63
0,0,0,0,0,1,0,0,0,1
2,0,0,258,1,16,1,16,1,14
75,2,3,959,38,518,112,198,2,438
41,0,0,116,2,129,15,15,1,176
36,4,0,546,8,253,31,64,2,220
19,0,0,586,15,184,35,96,2,170
8,0,0,1.668,30,12,8,175,1,16
6,3,2,748,30,25,11,52,3,22
22,0,1,1.197,26,84,11,117,1,72
6,0,0,208,4,27,3,23,0,34
12,2,0,586,10,61,8,59,1,92
4,1,1,316,3,19,6,53,2,24
7,0,0,337,1,29,8,32,0,36
0,0,1,294,6,6,4,12,2,5
17,1,1,297,9,164,17,60,2,138
110,19,1,728,22,865,118,139,1,759
16,0,0,157,3,45,9,27,2,62
3,1,0,56,1,38,11,15,0,43
15,0,0,634,6,74,10,58,2,76
11,1,0,87,1,36,10,16,1,45
6,0,0,126,2,86,12,30,2,72
32,0,1,253,6,269,43,70,1,236
9,2,0,43,4,47,5,8,0,69
93,8,0,778,8,518,47,131,4,466
96,1,1,1.044,26,741,68,245,2,630
8,0,0,515,1,56,2,48,1,50
7,1,0,489,2,48,7,43,1,47
5,0,0,535,1,29,5,42,1,38
4,0,0,587,2,42,9,53,1,39
6,1,0,590,1,42,6,40,2,37
3,0,0,530,2,10,4,41,1,33
18,1,0,99,5,55,9,7,2,61
20,8,0,695,7,147,6,84,2,152
0,0,0,2,0,0,0,0,0,0
0,0,0,2,1,1,0,0,0,0
7,1,0,125,3,72,12,26,2,68
15,5,0,703,5,185,24,67,1,145
79,0,0,819,9,439,59,125,2,381
7,0,0,30,2,54,9,16,1,52
5,0,0,42,3,28,8,18,0,43
4,0,0,47,1,27,11,15,2,46
7,0,0,7,1,12,4,5,0,21
113,9,0,415,20,885,118,100,1,759
167,43,2,1.321,36,1.222,134,395,2,1.048
25,1,0,177,0,259,29,56,2,193
2,0,0,7,0,16,3,4,2,19
0,0,0,9,0,1,0,4,0,6
4,0,0,265,5,21,6,43,2,24
3,0,0,422,4,32,6,27,2,24
4,0,0,62,1,39,10,19,1,35
183,17,1,1.220,19,944,77,182,3,851
18,0,1,266,3,57,11,31,0,70
4,0,0,12,0,3,2,6,0,13
4,1,0,26,0,35,8,14,1,37
45,3,0,695,5,369,50,121,1,310
28,1,0,155,1,189,40,39,0,194
5,0,0,18,1,12,1,1,1,30
36,3,0,287,6,214,23,84,1,205
17,1,0,167,4,84,16,40,1,92
15,0,0,48,4,78,9,14,1,93
22,1,0,309,3,84,29,58,1,99
13,1,0,72,2,89,16,14,1,86
11,1,0,106,4,76,12,30,1,72
